scene_name_zh,scene_name_en,industry_code,industry_chain,process_step,scene_description,selection_rationale,source_major_code,source_major_name,labor_urgency_score,labor_urgency_basis,scale_potential_score,scale_potential_basis,superhuman_value_score,superhuman_value_basis,operation_complexity_score,operation_complexity_basis,structure_level_score,structure_level_basis,fault_tolerance_score,fault_tolerance_basis,takt_pressure_score,takt_pressure_basis
糖浆熬煮-糖果生产-高温监控,SyrupBoiling-CandyProduction-HighTempMonitor,14-00-1421,原料入库→配料→熬煮→调温→成型→冷却→包装→成品出库,熬煮,该工位位于糖果车间熬糖区，上游为配料称量区，下游为调温冷却台。当前由人工监控熬糖锅温度、搅拌状态、糖浆颜色并判断出锅时机。核心操作为目视监控、手持温度计测量、操作搅拌开关、判断糖浆软球期，环境温度高（糖浆温度140-160℃）。典型配置为每锅1人看守，单批熬煮20-40分钟。该工位容易出现高温烫伤、糖浆飞溅、出锅时机判断偏差影响品质。,命中入口2（140-160℃高温糖浆烫伤风险严重）、入口8（对操作员身上的不可编码知识-经验判断出锅时机）、入口5（温度曲线追溯）。,14,食品制造业,4,高温糖浆烫伤风险高，曾有严重烫伤事故,3,糖果企业熬糖工序必备，单厂数口熬糖锅,4,命中V1/V2/V5温度曲线/V6温度精确感知,3,监控、测温、判断出锅，需经验判断,4,熬糖锅位置固定，环境稳定,2,熬煮过度则整锅报废，时机关键,4,批次作业，在合理范围内可控
罐头杀菌-蒸汽高压区-设备操控,CanSterilization-SteamPressureZone-EquipmentControl,14-145-00,原料入库→清洗→预处理→分切→烹调→装罐→密封→杀菌→冷却→包装→成品出库,杀菌,该工位位于密封机与冷却区之间，上游为密封好的罐头，下游为冷却池。当前由人工操作高压蒸汽杀菌釜，包括装载罐头、关闭釜门、设定参数、监控过程、开釜取出。核心操作为推车装载、操控阀门、读取仪表、卸载推车，蒸汽环境温度高、压力大。典型配置为每釜1-2人操作，单批杀菌30-60分钟。该工位容易出现蒸汽烫伤、高压设备操作失误、杀菌不足或过度。,命中入口2（高温蒸汽和高压设备操作风险）、入口5（杀菌温度时间曲线必须可追溯是食品安全强制要求）、入口1（需操作手轮阀门等为人设计的界面）。,14,食品制造业,5,高压蒸汽烫伤风险高，曾发生安全事故,4,罐头企业必备杀菌工序，单厂多台杀菌釜,4,命中V1/V2参数一致/V5曲线追溯/V6温压感知,3,操控阀门、监控参数，涉及设备操作,4,杀菌釜固定，操作界面位置固定,2,杀菌参数错误致整批不合格或安全问题,4,批次作业，杀菌时间由工艺决定
营养粉混合-婴幼儿辅食-洁净配料,NutritionPowderMixing-InfantFood-CleanBlending,14-00-1491,原料入库→配料→混合→检测→分装→包装→成品出库,混合,该工位位于洁净车间配料区与分装线之间，上游为各种营养原料，下游为分装设备。当前由人工穿戴洁净服操作混合设备，包括投料、设定参数、取样检测、卸料。核心操作为精确投料、操作混合机、取样送检，需穿戴洁净服。典型配置为每批1-2人，单批混合30-60分钟。该工位容易出现投料顺序错误影响混合均匀性、洁净区污染、配料记录遗漏。,命中入口2（洁净区作业需穿戴防护）、入口5（婴幼儿食品GMP要求配料混合过程全程可追溯）、入口4（多步投料操作易疲劳出错）。,14,食品制造业,4,洁净区闷热，投料错误代价高,3,营养食品企业规模有限，单厂混合工位不多,5,命中V1/V2一致性/V5GMP追溯关键/V6/V7,3,精确投料、操作设备、取样，中等要求,5,洁净区高度结构化,2,配料错误致整批不合格,4,批次作业，时间相对宽裕
蜜饯翻晒-果脯加工-户外作业,PreservedFruitDrying-CandiedProcess-OutdoorWork,14-00-1422,原料入库→清洗→腌渍→糖煮→干燥/晾晒→包装→成品出库,干燥/晾晒,该工位位于糖煮工序与包装车间之间，部分工艺采用自然晾晒。当前由人工将糖渍后的果脯铺展于晾晒架并定时翻动以确保干燥均匀。核心操作为铺展、翻动、收集，户外或半户外环境，受天气影响大。典型配置为晾晒季每批3-5人，单批晾晒2-5天。该工位容易出现天气突变致产品受潮、翻动不及时致干燥不均、户外高温中暑。,命中入口2（户外高温暴晒环境，夏季中暑风险）、入口4（重复翻动动作单调）、入口1（需在大面积晾晒区移动）。,14,食品制造业,4,户外高温暴晒，夏季招工困难,2,蜜饯行业规模有限，传统工艺逐渐被设备替代,2,命中V1全时/V2翻动一致,2,铺展翻动动作简单,2,半户外环境，受天气影响,3,干燥不均可调整，但天气导致的损失不可逆,5,无固定节拍，按干燥程度决定
装罐操作-肉类罐头-高温蒸煮区,CanFilling-MeatCanned-HighTempZone,14-00-1451,原料入库→清洗→分切→烹调→装罐→密封→杀菌→冷却→包装→成品出库,装罐,该工位位于烹调锅与封口机之间，上游为烹调后的肉类物料，下游为封口工序。当前由人工将热态（60-80℃）烹调好的肉类定量装入罐体。核心操作为舀取热物料、定量分装、放置罐体至输送带，环境温度40℃以上，湿度大。典型配置为每线2-4人，单罐装填耗时3-8秒。该工位容易出现高温高湿致中暑疲劳、装量不一致、热物料烫伤。,命中入口2（高温高湿环境，人员需频繁轮换降温）、入口4（重复定量动作易疲劳致装量偏差）、入口5（罐头食品要求装量可追溯）。,14,食品制造业,4,高温高湿环境每2小时轮换，夏季中暑风险高,4,罐头企业每条线均有，单厂多条生产线,4,命中V1/V2装量一致/V5追溯/V6重量检测,3,定量舀取、放置，需一定精度,4,工位固定，罐体位置由输送带确定,3,装量不足可补充，未密封前可调整,3,跟随产线节拍，3-8秒/罐
设备巡检-生产车间-多点读数,EquipmentInspection-Workshop-MultiPointReading,14-00-00,原料入库→配料称量→混合搅拌→成型加工→热处理→冷却→包装→成品出库,热处理,该工位覆盖整个生产车间，需定时巡视各设备运行状态。当前由人工沿固定路线行走、读取仪表盘数值（温度、压力、流量）、检查设备异常声响和泄漏、记录到纸质表单。核心操作为行走、目视读数、听觉判断、手写记录，单次巡检路线200-500米。典型配置为每班1-2人巡检员，每2小时巡检一轮，单轮耗时20-40分钟。该工位容易出现漏检点位、读数抄错、夜班巡检质量下降。,命中入口3（漏读一次可下轮补上，容错极高）、入口5（HACCP要求关键控制点数据可追溯）、入口1（需在多个设备间移动，覆盖楼梯通道）、入口8（所有食品厂均有巡检需求）。,14,食品制造业,2,工作强度低但夜班质量差，属轻度痛点,5,跨全行业通用巡检需求，工厂必备岗位,5,命中V1全时/V2/V5追溯/V6多传感/V7,1,纯行走观察读数，无接触操作,3,路线固定但有人员车辆走动,5,漏读可下轮补上，无任何损失,5,无节拍要求，自主安排巡检节奏
速冻转运-冷库物料-低温环境,FrozenTransfer-ColdStorage-LowTemp,14-00-1432,原料入库→配料→成型→速冻→包装→冷库储存→出库配送,冷库储存,该工位位于-18℃至-25℃速冻冷库内部，上游为速冻隧道出口，下游为冷库货架。当前由人工将速冻产品从输送带转运至冷库货架指定位置。核心操作为抓取冻品周转箱（5-15kg）、行走5-20米、码放至货架，需穿戴厚重防寒服。典型配置为每班2-3人轮换，每人单次入库作业不超过30分钟。该工位容易出现低温冻伤风险、防寒服笨重致效率低、货位错放。,命中入口2（-25℃极端低温环境，人类需重型防护且单次作业时间受限）、入口1（冷库内多货架间移动）、入口4（低温环境致注意力快速下降）。,14,食品制造业,5,极端低温致单次入库≤30分钟，防寒服降低效率50%,4,速冻食品企业必备冷库，单厂1-5座冷库,4,命中V1全时/V2一致/V5库位追溯/V6环境免疫,2,搬运码垛动作，无精密要求,4,货架位置固定，通道规整,4,放错货位可调整，冻品抗摔,4,批次转运无严格节拍
配料称量-粉体原料-精确投料,Weighing-PowderIngredients-PreciseDosing,14-00-00,原料入库→配料称量→混合搅拌→成型加工→热处理→冷却→包装→成品出库,配料称量,该工位位于原料仓与混合设备之间，上游为原料存储区，下游为搅拌机投料口。当前由人工按配方从多个原料桶中取料、称量、记录并投入混合设备。核心操作为舀取粉体（面粉、糖、添加剂等）至电子秤、读数确认、倒入投料斗，单次称量精度±5-50g。典型配置为每班1-2人，单批配料耗时10-30分钟。该工位容易出现称量误差、配方记录遗漏、粉尘吸入职业危害。,命中入口5（食品安全法要求配料过程可追溯，当前靠手工记录易出错）、入口4（重复称量易疲劳导致误差）、入口1（需在多个料桶间移动取料）。,14,食品制造业,3,粉尘环境需口罩，手工记录合规风险,5,食品厂配料工序通用，单厂多条线,5,命中V1/V2一致性/V5追溯关键/V6称重/V7,3,舀取、称量、记录多步骤，精度要求中等,3,料桶位置固定但料面高度变化,3,称量偏差需重新调整，投料前可纠正,4,批次作业无严格节拍，时间相对宽裕
饮料装箱-瓶装产品-重复取放,BeverageCasePacking-BottledProducts-RepetitivePicking,14-00-00,原料入库→配料→混合→灌装→封口→贴标→装箱→码垛→成品出库,装箱,该工位位于贴标机与封箱机之间，上游为贴好标的瓶装饮料，下游为封箱码垛区。当前由人工将瓶装饮料从输送带取出并按规定数量装入纸箱。核心操作为连续取瓶、放入纸箱、推箱入线，单瓶重量300-600g。典型配置为每线2-4人，装箱速度15-30箱/分钟。该工位容易出现漏装、瓶体碰撞破损、重复取放致腱鞘炎。,命中入口4（高频重复取放致腱鞘炎是典型职业病）、入口8（饮料厂装箱工序规模大，全行业通用）、入口1（沿输送带多点操作）。,14,食品制造业,4,腱鞘炎职业病高发，需频繁轮岗,5,饮料行业规模大，单厂数十条线，通用工序,4,命中V1/V2/V4群体学习/V5追溯,2,取放动作简单，无精密要求,4,输送带固定，瓶体姿态一致,3,玻璃瓶碰撞破损需清理，塑瓶容错高,3,高速产线但可增加工位
饺子成型-速冻水饺-双工位包制,DumplingForming-FrozenDumplings-DualStation,14-00-1432,原料入库→配料→和面→制皮→调馅→成型→速冻→包装→成品出库,成型,该工位位于制皮机与速冻隧道之间，上游为面皮和馅料供应，下游为速冻输送带。当前由人工或半自动设备完成饺子包制成型。核心操作为取皮、放馅、捏合成型、放置输送带，单个饺子重量20-30g，皮厚1-2mm。典型配置为每线10-30名包工，熟练工手速8-15个/分钟。该工位容易出现馅量不均、捏合不紧露馅、成型速度跟不上线速。,命中入口8（规模化部署场景，单线数十工位）、入口4（重复包制动作致疲劳，下午质量波动）、入口1（改造不经济-产品换型频繁，专用设备投资回收难）。,14,食品制造业,3,招工难度中等，需熟练度但非重体力,5,速冻食品大厂单线数十包工，行业规模大,3,命中V1/V2一致性/V4群体学习,4,捏合成型涉及柔性材料操纵，精细度要求高,4,固定工位，皮馅供应位置固定,3,露馅饺子剔除，单件损失小但影响产量,3,需跟随线速，但可增加工位补偿
CIP清洗接管-管道系统-多点切换,CIPConnection-PipelineSystem-MultiPoint,15-152-00,原料入库→配料调配→杀菌→灌装→封盖→贴标→装箱→码垛→成品出库,杀菌,该工位分布于生产车间各CIP清洗接口处，上游为生产结束，下游为下批次生产。当前由人工执行，操作内容为在CIP清洗前后拆装软管接头、切换阀门状态、确认管路连接正确。核心操作为在多个清洗点之间移动，拆卸/连接卡箍接头（需10-30kg扭力），操作阀门，每次清洗涉及10-30个接点。典型配置为1-2人/班负责全厂CIP，单次清洗周期2-4小时，日均2-3次。该工位需上下楼梯到达不同高度接口，接错管路导致交叉污染为食品安全重大事故。,命中入口一（多工位切换+空间适配：楼梯多层）、入口五（清洗记录需追溯验证）、入口四（接错管路风险随疲劳上升）。,15,酒、饮料和精制茶制造业,4,接错管路曾导致交叉污染事故，责任重大,4,所有液态食品饮料厂均有CIP系统,4,V2连接准确性+V5清洗追溯+V6管路状态确认+V7错误记录,3,卡箍拆装需力控，阀门操作需顺序,3,接口位置固定但分布多层多区,2,接错管路导致产品召回级事故,4,清洗周期固定但无秒级节拍
上瓶理瓶-灌装线进口-高速连续,BottleLoading-FillingLineInlet-HighSpeed,15-00-1513,麦芽入库→糖化→发酵→过滤→灌装→封盖→杀菌→贴标→装箱→码垛→成品出库,灌装,该工位位于灌装线入口端，上游为洗瓶机出口或空瓶仓，下游为灌装机进瓶星轮。当前由人工执行，操作内容为将周转箱中的空瓶逐个或成排放置到输送带上，保持供瓶连续性。核心操作为抓取玻璃瓶（单瓶200-600g）放置到输送带，需轻拿轻放避免碰撞，定位精度±1cm。典型配置为2人/线，持续站立作业8小时，供瓶速度600-1200瓶/分钟。该工位高频重复动作致腱鞘炎高发，瞬间走神导致空位影响下游灌装。,命中入口四（高频重复导致注意力衰减）、入口八（单厂多条灌装线）、入口一（改造不经济：灌装线换型频繁）。,15,酒、饮料和精制茶制造业,4,高频重复致腱鞘炎，年流动率超35%,5,每条灌装线2-4个上瓶工位，全国以万计,3,V1无疲劳+V2供瓶均匀性+V3可同步检测空瓶缺陷,2,抓取放置动作简单，轻度力控防碰撞,4,输送带位置固定，空瓶在周转箱内位置规则,4,放置偏差由导轨修正，不损伤瓶体,2,高速线节拍紧张，需多台并行或提速
储罐清洗检查-发酵罐内部-受限空间,TankCleaningInspection-FermentorInterior-ConfinedSpace,15-151-00,原料入库→原料处理→蒸煮糖化→发酵→蒸馏过滤→陈酿储存→勾兑调配→灌装→包装→码垛→成品出库,发酵,该工位为发酵罐内部，上下游为罐体清洗流程。当前由人工执行，操作内容为进入大型发酵罐内部检查清洗效果，确认无残留物和生物膜，检查罐壁损伤。核心操作为通过人孔进入受限空间，手持照明设备目视检查罐壁内表面，拍照记录。典型配置为每次清洗后1-2人进罐检查，单罐检查15-30分钟。该工位受限空间作业存在窒息风险，需专人监护，人员需持有受限空间作业证。,命中入口二（受限空间存在窒息风险）、入口一（空间适配：人孔设计为人体尺寸）、入口五（清洗效果需记录验证）。,15,酒、饮料和精制茶制造业,5,受限空间作业需双人监护+持证上岗,4,所有大型发酵罐均需定期内部检查,5,V1无窒息风险+V5检查记录+V6多光谱检测残留+V7异常区域定位,2,移动观察拍照，无复杂操作,4,罐体结构固定，但内部光线需自带,4,漏检可复检，清洗有多道保障,5,按清洗周期检查无节拍
勾兑物料配送-调酒车间-多罐体切换,BlendingMaterialDelivery-BlendingRoom-MultiTankSwitch,15-00-1512,原料入库→原料处理→蒸煮糖化→发酵→蒸馏过滤→陈酿储存→勾兑调配→灌装→包装→码垛→成品出库,勾兑调配,该工位位于勾兑车间，上游为陈酿储存，下游为灌装。当前由人工执行，操作内容为根据配方将不同年份基酒样品从储罐送至勾兑工作台，协助调酒师完成小试。核心操作为在多个储罐间移动、接取基酒样品、送至勾兑台、清洗容器，单次勾兑涉及5-20种基酒。典型配置为1-2人/班服务1-2名调酒师，单批次勾兑2-4小时。该工位多工位切换频繁，样品标记错误导致配方失误影响品质。,命中入口一（多工位切换服务稀缺专家）、入口七（调酒师为稀缺专家）、入口五（勾兑配方需精确记录）。,15,酒、饮料和精制茶制造业,3,辅助性工作强度不大但需高度细心,2,仅白酒、葡萄酒等需勾兑调配的企业,4,V2样品取样准确性+V5勾兑全程追溯+V7配方优化记录,2,移动取样，容器操作简单,4,储罐位置固定编号明确,2,取错样品导致批次返工损失大,4,配合调酒师节奏，无固定节拍
匀堆拼配-精制车间-大批量翻动,BlendingPiling-RefiningWorkshop-BulkTurning,15-153-1530,毛茶入库→筛分→轧切→风选→干燥→匀堆拼配→包装→成品出库,匀堆拼配,该工位位于精制车间匀堆区，上游为风选或干燥，下游为包装。当前由人工执行，操作内容为将不同等级茶叶按配方比例堆放并反复翻动混合均匀。核心操作为用茶铲翻动茶堆、将不同批次茶叶分层堆叠、反复翻匀，单堆500-2000kg，需凭经验判断混合程度。典型配置为3-5人/班，单堆翻动1-2小时，日处理3-8堆。该工位粉尘环境影响健康，均匀度判断依赖老师傅经验，新人难以掌握。,命中入口二（粉尘超标）、入口八（茶厂规模化匀堆）、入口一（双臂协作翻料）。,15,酒、饮料和精制茶制造业,4,粉尘环境+重体力，老师傅退休后断层,3,大型茶叶加工企业均有匀堆工序,4,V1连续翻动+V2均匀度一致+V5批次追溯+V6环境免疫,3,工具操作翻料+均匀度判断,3,堆放区固定但茶堆形态随翻动变化,3,不均匀需返工重翻，耗时但不报废,4,按堆计量无严格节拍
原料仓库盘点-干料仓储区-多货架巡查,InventoryCount-DryStorageArea-MultiShelfInspection,15-152-00,原料入库→配料调配→杀菌→灌装→封盖→贴标→装箱→码垛→成品出库,原料入库,该工位覆盖原料仓库全部货架区域，无固定上下游关联，属于独立盘点任务。当前由人工执行，操作内容为定期清点各货位原料数量，核对标签与系统记录，更新库存信息。核心操作为多货架间移动、读取标签条码、目视清点数量、手持终端录入。典型配置为2-3人/班，全仓盘点周期每周或每月一次，单次4-8小时。该工位步行距离长致疲劳，手工录入易出错导致库存与实际不符。,命中入口三（盘点错误可复盘修正）、入口八（所有厂均有仓储盘点）、入口五（库存追溯需准确）。,15,酒、饮料和精制茶制造业,2,低频次任务，强度不高,5,所有工厂均有仓库盘点需求,4,V1全时盘点+V2计数准确+V5库存实时同步,1,移动读数清点，无操作,4,货架位置固定编号明确,5,盘点错误可复盘纠正,5,无节拍要求
原料分拣-果汁生产线-异形物剔除,RawMaterialSorting-JuiceLine-DefectRemoval,15-00-1523,原料入库→清洗→分拣→破碎榨汁→过滤→调配→杀菌→灌装→包装→成品出库,分拣,该工位位于清洗线下游与破碎机之间，上游为清洗后水果输送带，下游为破碎榨汁。当前由人工执行，操作内容为在输送带两侧目视检查水果，剔除腐烂、病变、未成熟或异物。核心操作为持续目视观察+快速手动剔除，输送带速度使每个水果的判断时间仅0.5-1秒。典型配置为4-8人/线分列两侧，持续站立作业8小时。该工位视觉疲劳导致漏检，腐烂果混入影响成品口感和保质期。,命中入口四（高速目检注意力衰减）、入口六（分拣+检测可合并）、入口八（多条分拣线）。,15,酒、饮料和精制茶制造业,4,高速目检致视觉疲劳，漏检率后半班翻倍,4,果汁果酒等原料加工线均需分拣,4,V1持续高速+V2检测一致性+V3分拣检测合并+V5全检记录,2,视觉判断+简单抓取剔除,4,输送带定位，水果位置相对规则,3,漏检少量不影响，大量漏检影响品质,2,高速输送带需跟上线速
原料投料-配料罐区-多品种切换,MaterialFeeding-BatchingTanks-MultiVariety,15-00-1524,原料入库→原料处理→配料调配→均质→杀菌→灌装→封盖→包装→码垛→成品出库,配料调配,该工位位于配料车间投料口，上游为原料仓库，下游为配料罐。当前由人工执行，操作内容为将袋装/桶装原料（糖、奶粉、香精等）按配方投入配料罐，需扫码确认物料、称重、记录。核心操作为搬运20-50kg原料袋/桶、割袋倾倒或接管输送，每批次投料5-15种原料。典型配置为2-3人/班，单批次投料30-60分钟，日处理8-15批次。该工位重体力搬运致腰伤，多品种切换时易投错料导致整批报废。,命中入口五（配方记录需追溯验证）、入口一（多工位切换+工具操作）、入口四（注意力衰减导致投料错误）。,15,酒、饮料和精制茶制造业,4,重体力+投错料风险，年流动率超30%,4,所有配方型饮料厂均有投料工位,4,V2投料准确性+V5配方追溯+V4规避投错+V6重量实时校验,3,搬运+倾倒+扫码确认，多步骤协调,3,投料口固定但原料摆放位置有波动,2,投错料导致整批报废，损失数万元,4,按批次作业，单批时间弹性大
固体饮料称量包装-配料车间-多品种切换,PowderWeighingPacking-BatchingRoom-MultiVariety,15-00-1525,原料入库→配料称量→混合→造粒干燥→包装→装箱→码垛→成品出库,配料称量,该工位位于配料车间称量区，上游为原料仓，下游为混合设备。当前由人工执行，操作内容为按配方从各原料桶中取料称量，倒入混合料斗，记录配方批次。核心操作为操作电子秤、精确称量（精度±0.1g-±1g）、多品种原料依次取用，每批次涉及5-15种原料。典型配置为1-2人/班，单批次30-60分钟，日处理10-20批次。该工位粉尘环境需佩戴防护、称量错误导致整批报废、配方保密需限制人员接触。,命中入口五（配方追溯刚需）、入口二（粉尘环境）、入口四（称量精度随疲劳下降）。,15,酒、饮料和精制茶制造业,4,粉尘环境+配方保密限制人员流动,3,固体饮料、冲剂类厂均有配料称量,4,V2称量精度一致+V5配方全程追溯+V6重量实时校验,3,精确称量+多品种切换+容器操作,4,称量台固定，原料桶位置规则,2,称量错误整批报废损失数万,4,按批次无秒级节拍
巡检读数-发酵罐区-多参数采集,Inspection-FermentationTanks-MultiParameter,15-151-00,原料入库→原料处理→蒸煮糖化→发酵→蒸馏过滤→陈酿储存→勾兑调配→灌装→包装→码垛→成品出库,发酵,该工位覆盖发酵车间全部罐区，无固定上下游工序关联，属于独立巡检任务。当前由人工执行，操作内容为沿固定路线巡视各发酵罐，读取温度压力仪表、观察视镜内发酵状态、记录异常。核心操作为行走、停留、视觉读数、手写记录，单罐读数耗时30-60秒，无接触操作。典型配置为1人/班覆盖50-100罐，每2小时巡检一轮，三班倒。该工位易出现漏检漏记、数据录入错误、夜班注意力下降导致异常发现滞后。,命中入口三（漏读可下轮补上）、入口五（发酵过程数据需追溯）、入口八（单厂50-100个罐体）。,15,酒、饮料和精制茶制造业,3,夜班枯燥致人员流动，但无安全风险,5,所有发酵类酒厂和饮料厂均有罐区巡检需求,5,V1全时在线+V2无漏检+V4异常共享+V5自动数据归档+V6红外测温+V7失败记录,1,纯行走+视觉读数，无接触操作,5,罐区布局固定，路线预设，无人员交叉,5,单次漏读无任何后果，下轮补上即可,5,无节拍要求，按频次巡检即可
成品抽检搬运-质检室-跨区转运,SampleTransport-QCLab-CrossAreaTransfer,15-152-00,原料入库→配料调配→杀菌→灌装→封盖→贴标→装箱→码垛→成品出库,质检,该工位覆盖生产车间与质检室之间的转运路线，属于跨区域任务。当前由人工执行，操作内容为从各生产线按批次抽取样品，搬运至质检室，记录批次信息后交接。核心操作为多工位移动、样品抓取、运输、信息录入，每班次抽检30-100个批次。典型配置为1-2人/班覆盖全厂，持续往返。该工位长距离步行劳累，样品信息登记易出错导致批次追溯混乱。,命中入口一（多工位切换）、入口五（样品信息需准确追溯）、入口八（全厂覆盖通用工位）。,15,酒、饮料和精制茶制造业,3,步行劳累但无安全风险,5,所有食品饮料厂均需样品转运,4,V1全时覆盖+V2样品信息准确+V5全程追溯,1,搬运为主，无精密操作,3,路线固定但人员走动频繁,4,样品漏取可补取，损失小,5,按批次抽检无节拍
搬运码垛-成品酒箱-多规格混线,Palletizing-LiquorCartons-MultiSKU,15-151-00,原料入库→原料处理→蒸煮糖化→发酵→蒸馏过滤→陈酿储存→勾兑调配→灌装→包装→码垛→成品出库,码垛,该工位位于包装线末端与成品仓库之间，上游为装箱封箱机，下游为叉车转运。当前由人工执行，操作内容为将封箱后的成品酒箱按规格码放至托盘上，每层排列方式需根据箱型调整。核心操作为抓取15-25kg纸箱并精确放置，定位精度±2cm，无力控要求，物料为瓦楞纸箱装玻璃瓶酒。典型配置为2人/班，三班制，单箱操作耗时8-12秒。该工位易出现腰肌劳损导致的高流动率，以及疲劳后码垛不整齐影响运输稳定性。,命中入口一（多工位切换：同一人需处理多条线的不同规格）、入口四（重复搬运导致注意力衰减码垛不整）、入口八（单厂10+工位）。,15,酒、饮料和精制茶制造业,4,重体力劳动年流动率超40%，招工周期2-3个月,5,单厂10-30个码垛工位，全国酒类包装线以万计,3,V1全时在线+V2一致性码垛+V4群体学习,2,自由空间搬运+简单放置定位，无精密接触,4,工位固定，箱体位置由输送线定位，波动±3cm,4,放置偏差可重新调整，不损伤产品,3,节拍约10秒/箱，可并行部署2台补偿速差
杀菌设备巡检-高温区域-隧道式杀菌,SterilizerInspection-HighTempZone-TunnelPasteurizer,15-152-00,原料入库→配料调配→杀菌→灌装→封盖→贴标→装箱→码垛→成品出库,杀菌,该工位覆盖隧道式杀菌机周边区域，无固定上下游工序关联，属于独立巡检任务。当前由人工执行，操作内容为巡视杀菌机外壁温度、蒸汽管道、排水情况，进入设备停机检修时检查喷嘴堵塞。核心操作为高温环境（设备外壁50-70℃）行走巡检，读取温度压力仪表，目视检查蒸汽泄漏。典型配置为1人/班，每2小时巡检一轮。该工位高温环境影响持续作业时长，蒸汽泄漏存在烫伤风险。,命中入口二（设备表面高温人体不宜久留）、入口三（漏检可下轮补上）、入口五（杀菌参数需追溯）。,15,酒、饮料和精制茶制造业,4,高温环境限制单次作业时长至15分钟,4,所有需杀菌的饮料产线均有此场景,4,V1持续高温巡检+V5杀菌参数追溯+V6红外温度检测,1,纯行走观察读数，无物理操作,5,设备布局固定，巡检路线明确,5,单次漏检无后果，蒸汽泄漏有报警,5,按频次巡检无节拍
标签贴附检测-贴标机下游-位置偏移检查,LabelInspection-PostLabeler-PositionCheck,15-152-00,原料入库→配料调配→杀菌→灌装→封盖→贴标→装箱→码垛→成品出库,贴标,该工位位于贴标机下游与装箱机之间，上游为贴标机，下游为装箱。当前由人工目检执行，操作内容为观察标签是否贴歪、气泡、褶皱、漏贴，剔除不合格品。核心操作为持续目视观察瓶体标签状态，判断位置偏移是否超标（通常±2mm），线速度400-1000瓶/分钟。典型配置为1人/线，持续站立目检。该工位视觉疲劳致漏检，标签不良品流出影响终端陈列效果。,命中入口四（高速目检注意力衰减）、入口八（每条线均需）、入口六（贴标+检测可合并）。,15,酒、饮料和精制茶制造业,3,视觉疲劳但强度低于液位检测,5,所有贴标产线均需标签检测,4,V1持续检测+V2偏移判断一致+V3贴标检测合并+V5全检记录,1,纯视觉检测，无物理操作,5,输送线定位精确,4,单瓶漏检损失极小,2,中高速线需实时跟上
橡木桶搬运-酒窖陈酿区-重载精搬,BarrelHandling-AgingCellar-HeavyPrecision,15-00-1515,葡萄入库→破碎压榨→发酵→澄清→陈酿储存→调配→灌装→包装→成品出库,陈酿储存,该工位位于酒窖陈酿区，上游为灌桶工序，下游为出桶调配。当前由人工配合叉车执行，操作内容为将满载橡木桶（重200-300kg）在货架层间移动、翻转换位、摆放到指定位置。核心操作为重载搬运、精确放置到货架上、桶身旋转换向，需避免碰撞损伤桶身。典型配置为2人+1叉车/班，单桶操作5-10分钟。该工位重体力劳动强度极大，桶体滑落存在安全风险，空间狭窄叉车操作困难。,命中入口一（双臂协作重载搬运+空间适配：货架间狭窄）、入口八（大型酒庄数百只桶）。,15,酒、饮料和精制茶制造业,4,200-300kg重载搬运，安全风险高,2,仅葡萄酒、威士忌等桶陈企业,3,V1连续搬运+V2放置一致+V5桶位追溯,3,重载搬运+精确放置+防碰撞,3,货架固定但空间狭窄需精确路径,2,碰撞损坏桶体损失数千元,4,按批次操作无秒级节拍
洗瓶机监控-灌装线前端-在线巡视,BottleWasherMonitoring-FillingLineInlet-InlineInspection,15-151-00,原料入库→原料处理→蒸煮糖化→发酵→蒸馏过滤→陈酿储存→勾兑调配→灌装→包装→码垛→成品出库,灌装,该工位覆盖洗瓶机设备区域，上游为空瓶进口，下游为灌装机。当前由人工执行，操作内容为监控洗瓶机运行状态、检查碱液浓度和温度、清理卡瓶、确认出瓶洁净度。核心操作为沿设备行走观察、读取仪表、偶发性手动清卡，碱液区温度60-80℃。典型配置为1人/班覆盖1-2台洗瓶机，持续监控。该工位碱液飞溅存在腐蚀风险，高温蒸汽环境不适。,命中入口二（高温碱液区域不宜久留）、入口三（漏检可下轮补上）、入口五（清洗参数需追溯）。,15,酒、饮料和精制茶制造业,4,碱液飞溅+高温蒸汽，需防护装备作业,4,所有回收瓶灌装线均有洗瓶机,4,V1持续监控+V5清洗参数追溯+V6碱液浓度实时检测,2,观察为主，清卡操作偶发,4,设备位置固定，巡检路线明确,4,卡瓶处理不及时仅影响效率,5,监控任务无秒级节拍
