scene_name_zh,scene_name_en,industry_code,industry_chain,process_step,scene_description,selection_rationale,source_major_code,source_major_name,labor_urgency_score,labor_urgency_basis,scale_potential_score,scale_potential_basis,superhuman_value_score,superhuman_value_basis,operation_complexity_score,operation_complexity_basis,structure_level_score,structure_level_basis,fault_tolerance_score,fault_tolerance_basis,takt_pressure_score,takt_pressure_basis,l3_extracted,l3_extracted_at,guide_generated,guide_generated_at,l3_file_path,guide_file_path,operation_complexity_origin_score
模具抛光-精密注塑模-镜面级,MoldPolishing-PrecisionInjectionMold-MirrorFinish,35-352-3525,设计编程→原料采购→粗加工→热处理→精加工→电火花/线切割→抛光→装配→试模→交付,抛光,该工位位于模具制造车间的钳工区，上游为电火花或精加工完成，下游为模具装配和试模。当前由高级钳工手工完成精密模具型腔的抛光，操作内容包括粗抛、中抛、精抛、镜面抛，使用油石、砂纸、抛光膏等多种工具逐级细化。核心操作需将表面粗糙度从Ra0.8降至Ra0.05以下，型腔形状复杂包括曲面、筋位、深腔，单件面积0.01-0.5平方米。典型配置为1名高级钳工负责1-2套模具，单件抛光耗时8-40小时。该工位常见问题包括抛光不均导致产品外观缺陷、手感依赖难以传承、以及长期重复动作导致职业损伤。,镜面抛光依赖老师傅手感经验，技能传承困难且年轻人不愿从事，机器人可通过力控学习专家操作并实现一致性复现。,35,专用设备制造业,4,高级抛光钳工培养周期3-5年，熟练工年龄普遍45岁以上,4,精密模具企业单厂5-20个工位，覆盖汽车、电子、家电模具,4,命中V2/V4/V5/V6，力曲线记录可复现专家工艺,0,亚毫米轨迹控制配合精细力控，需实时判断表面状态,4,模具固定在工作台上，型腔几何已知,2,过度抛光导致尺寸超差需补焊重做，损失数千至数万元,5,按件计酬无固定节拍，质量优先,,,,,,,5
涂胶密封-设备接缝处-均匀定量,GlueSealing-EquipmentJoints-UniformQuantitative,35-00-00,零件加工→装配→涂胶密封→固化→测试→出厂,涂胶密封,该工位位于专用设备制造厂的装配区，上游为部件装配完成，下游为固化和测试。当前由人工完成设备接缝处的密封胶涂布，操作内容包括清洁表面、涂布密封胶、刮平、检查均匀性。核心操作需沿接缝线均匀涂布，胶条宽度3-10mm，长度从几十厘米到数米不等，需控制涂胶量和速度保持一致。典型配置为每台设备1人，单台涂胶耗时30分钟-2小时。该工位常见问题包括涂胶量不均导致密封失效或溢胶、胶条断续导致渗漏、以及涂胶速度与胶枪出胶速度不匹配。,接缝涂胶需要持续稳定的手腕运动轨迹和出胶量控制，人工操作一致性差，机器人可实现毫米级轨迹控制和定量出胶。,35,专用设备制造业,3,涂胶工培训周期1-2周，技能要求不高但一致性难保证,4,涂胶密封覆盖有密封要求的各类专用设备,3,命中V2/V5/V6，涂胶量和轨迹可精确记录,2,沿接缝轨迹运动配合出胶量控制,4,接缝位置由设计定义，可预测,4,涂胶不均可擦除重涂，未固化前可修正,4,单台周期较长，无严格节拍,TRUE,2026/6/10 8:35,TRUE,2026/6/10 15:49,actions/by-category/l3_涂胶密封-设备接缝处-均匀定量.json,guides/35-00-00-GlueSealing-EquipmentJoints-UniformQuantitative.json,3
清洁消毒-制药设备部件-GMP洁净区,CleaningDisinfection-PharmaMachineParts-GMPCleanroom,35-354-3544,原料入库→精密加工→抛光→清洗→装配→FAT测试→清洁包装→SAT安装→验证交付,清洗,该工位位于制药设备制造厂的洁净装配区，上游为精密加工和抛光完成，下游为洁净装配。当前由人工穿戴洁净服完成不锈钢部件的清洁和消毒，操作内容包括超声波清洗、纯化水冲洗、IPA擦拭、吹干、检查、包装。核心操作需在万级洁净室内完成，零件尺寸从10mm到1000mm不等，需检查所有内腔和死角无残留。典型配置为每班2-3人，单件清洗耗时10-60分钟。该工位常见问题包括洁净服闷热导致有效工时缩减、擦拭死角遗漏、以及人员带入微粒污染。,GMP洁净环境要求人员穿戴全套洁净服，闷热导致有效工时仅为60%，机器人本体可达洁净标准无需穿戴，等效工时反而更高。,35,专用设备制造业,4,洁净室穿戴闷热，夏季有效工时仅4-5小时/班,3,制药设备企业单厂2-5个洁净工位，全行业约千级工位,5,命中V1/V2/V5/V6/V7，可集成内窥镜检查死角清洁度,2,擦拭和冲洗为受限接触操作，需覆盖所有内腔,4,零件固定在清洗台上，几何形状已知,4,清洗不净可重洗，不损伤零件,4,非流水线，单件质量优先,,,,,,,3
滤芯装填-环保设备-粉尘环境,FilterCartridgeLoading-EnvironmentalEquipment-DustyEnv,35-359-3591,原料入库→钣金加工→焊接→表面处理→装配→滤料装填→调试→出厂,滤料装填,该工位位于除尘设备制造厂的装配车间，上游为壳体焊接完成，下游为整机调试。当前由人工完成布袋除尘器的滤袋安装和更换，操作内容包括进入设备内部、安装滤袋框架、套装滤袋、紧固卡箍。核心操作需在除尘器内腔作业，空间高度2-6米，需登高或蹲姿操作，滤袋数量从几十到数百只不等，单只重量1-5kg。典型配置为每台设备2-3人配合，单台装填耗时4-16小时。该工位常见问题包括粉尘环境需佩戴防护、狭窄空间登高作业风险、以及滤袋安装不到位导致泄漏。,除尘设备内部装填存在粉尘和狭窄空间风险，且需要在多个工位间移动登高操作，人形机器人可适应为人设计的检修通道。,35,专用设备制造业,4,粉尘环境需佩戴防护面具，高空作业需安全带，招工困难,3,除尘设备厂单厂3-10个装填工位，售后维护市场更大,3,命中V1/V2/V5，安装数据可追溯,2,滤袋套装和卡箍紧固为受限接触操作,3,设备内部布局固定但空间受限需适应,4,安装不到位可重装，不损伤滤袋,4,单台周期数小时，无严格节拍,,,,,,,3
热处理上下料-渗碳淬火炉-高温防护,HeatTreatmentLoadUnload-CarburizingFurnace-HighTempProtection,35-00-00,原料入库→下料加工→机加工→热处理→精加工→表面处理→装配→出厂,热处理,该工位位于热处理车间的渗碳淬火炉区域，上游为机加工完成的齿轮轴类零件，下游为精加工。当前由人工穿戴防高温服完成零件的上料和出料，操作内容包括将零件装入料框、送入炉内、出炉后转移至淬火槽或缓冷区。核心操作需在炉口温度达60-100℃的环境中作业，单次上料重量50-500kg，需使用专用工装辅助。典型配置为每班2-3人负责1-2台热处理炉，24小时运转。该工位常见问题包括高温灼伤风险、防护服闷热导致中暑、以及夜班人员疲劳导致操作失误。,热处理炉口高温环境人类需穿戴重型防护，有效工时严重缩减，属于人类不宜长时间到达的场景。,35,专用设备制造业,5,高温环境每30分钟需轮换休息，夏季中暑事故多发,4,热处理上下料覆盖所有需热处理的机械制造行业,4,命中V1/V2/V5/V6，机器人可承受高温连续作业,3,料框搬运为简单接触操作,4,炉口和料框位置固定,3,上料位置偏差可调整，不损伤零件,4,炉次周期数小时，上下料有时间窗口,,,,,,,2
焊缝打磨-压力容器筒体-狭窄内腔,WeldGrinding-PressureVesselShell-NarrowInterior,35-352-3521,原料入库→下料卷圆→焊接→热处理→机加工→探伤检测→表面处理→总装→试压→出厂,焊接,该工位位于压力容器焊接车间，上游为环缝自动焊完成，下游为射线探伤。当前由人工钻入容器内部完成内焊缝的打磨清理，操作内容包括进入筒体、使用角磨机打磨焊瘤和飞溅、清除焊渣、检查表面。核心操作需在直径600-1500mm的筒体内腔作业，空间受限需蜷曲身体，打磨产生金属粉尘和噪音，单条焊缝长度1-3米。典型配置为每班2人轮换作业，单条焊缝打磨耗时20-60分钟。该工位常见问题包括粉尘吸入健康风险、狭窄空间中暑和缺氧风险、以及打磨不均影响探伤结果。,狭窄内腔作业空间受限且存在粉尘和缺氧风险，属于人类不宜长时间到达的典型场景，人形机器人无需呼吸可持续作业。,35,专用设备制造业,5,受限空间作业需监护人员和应急救援准备，存在窒息事故风险,3,压力容器制造企业单厂3-8个工位，全行业约数千工位,4,命中V1/V2/V5/V6，可集成表面粗糙度检测实现打磨-检测一体,1,角磨机操作需力控，需适应曲面焊缝轨迹,4,筒体固定在滚轮架上，焊缝位置可预测,3,打磨不足可补磨，过度打磨导致壁厚减薄需评审,4,非流水线生产，单件周期数小时,TRUE,2026/6/9 23:58,TRUE,2026/6/10 15:49,actions/by-category/l3_焊缝打磨-压力容器筒体-狭窄内腔.json,guides/35-352-3521-WeldGrinding-PressureVesselShell-NarrowInterior.json,4
物料配送-机加工车间-多工位跨楼层,MaterialDelivery-MachiningWorkshop-MultiStationMultiFloor,35-351-3516,原料入库→下料切割→机加工→焊接→热处理→表面处理→部件装配→总装调试→检测包装,机加工,该工位覆盖老旧多层厂房内的机加工车间，上游为刀具库房和毛坯暂存区，下游为各数控机床工位。当前由人工推车或搬运完成刀具、夹具和小型毛坯件在各工位间的配送，操作内容包括领料、核对、配送、回收和记录。核心操作需在无货梯的多层厂房中爬楼梯配送，单件重量5-30kg，每日配送量50-100件次，需在10-20个机床工位间往返。典型配置为每班2-3人专职配送，单次往返耗时5-15分钟。该工位常见问题包括配送错误导致停机等待、爬楼梯导致体力消耗大、以及配送记录不完整影响MES数据。,老旧多层厂房无货梯仅有楼梯，加装货梯需停产改造，人形机器人可直接适应人类通道完成跨楼层配送。,35,专用设备制造业,4,重复爬楼梯体力消耗大，该岗位招工周期超2个月,5,车间物流配送为跨行业通用工序，全国同类需求以万计,4,命中V1/V2/V4/V5，配送记录自动生成对接MES,3,主要为行走和简单放置，无精密操作要求,3,车间布局固定但通道有人员和AGV交叉,4,配送错误可追回重送，不损伤物料,4,非流水线节拍，按需配送即可,TRUE,2026/6/8 16:56,TRUE,2026/6/9 3:14,actions/by-category/l3_物料配送-机加工车间-多工位跨楼层.json,guides/35-351-3516-MaterialDelivery-MachiningWorkshop-MultiStationMultiFloor.json,2
线束插接-电子设备组装-多品种连接器,HarnessPlugging-ElectronicEquipmentAssembly-MultiConnector,35-356-3563,原料入库→PCB组装→线束预制→模块组装→整机装配→老化测试→包装出库,整机装配,该工位位于电子设备制造厂的总装线，上游为模块组装完成，下游为老化测试。当前由装配工完成设备内部线束的插接和整理，操作内容包括按图纸插接各类连接器、理线扎带、检查到位。核心操作需处理10-50种不同规格的连接器，从2pin到60pin不等，需辨识线色和连接器型号，确保插接到位。典型配置为流水线每工位1人，单件耗时3-8分钟。该工位常见问题包括插接不到位导致接触不良、线号看错导致误插、以及疲劳后漏插发现率下降。,多品种连接器插接用专用设备不经济，需要类人双手柔性操作，机器人可集成插接力检测实现即时合格判定。,35,专用设备制造业,3,装配工培训周期2-4周，流动率约25%,5,线束插接覆盖所有电子设备制造，全国同类工位数十万,4,命中V2/V3/V5/V7，插接力曲线判断到位状态,1,连接器插接需亚毫米对准和适当力控,4,设备固定在工装上，连接器位置基本恒定,4,插接失败可重插，不损伤连接器,3,流水线节拍5分钟/件，有一定压力,,,,,,,4
线缆敷设-大型设备-狭窄框架内,CableRouting-LargeEquipment-NarrowFrameInterior,35-00-00,原料入库→框架焊接→部件装配→线缆敷设→电气接线→调试→出厂,线缆敷设,该工位位于专用设备制造厂的装配区，上游为设备框架和部件装配完成，下游为电气接线。当前由电工在设备框架内部完成线缆的布放和固定，操作内容包括穿管走线、扎带固定、标识标记、检查线路整洁度。核心操作需在设备框架的狭窄空间内蹲姿或仰卧作业，单台设备线缆长度从数十米到数百米不等。典型配置为每台设备1-2名电工，敷设耗时4-16小时。该工位常见问题包括狭窄空间作业姿势不当导致肌肉劳损、线缆路径规划不合理导致返工、以及线束标识遗漏影响后续维护。,设备框架内部狭窄空间布线需要类人身体形态适应复杂空间约束，且需双手协作完成穿线和扎带固定。,35,专用设备制造业,3,狭窄空间作业导致肌肉疲劳，电工流动率约25%,4,线缆敷设覆盖所有有电气系统的专用设备制造,3,命中V2/V4/V5，线缆路径数据可复用,2,穿管和扎带为受限接触操作，需规划路径,3,框架结构已知，但线缆路径需适应障碍,4,敷设不当可拆除重来，不损伤线缆,4,单台周期数天，无严格节拍,,,,,,,3
缝纫装配-缝纫机头-精密配合,SewingHeadAssembly-SewingMachine-PrecisionFit,35-355-3553,原料入库→铸造→机加工→热处理→精加工→零件检验→部件装配→总装→调试→出厂,部件装配,该工位位于缝纫机制造厂的机头装配线，上游为零部件精加工和检验完成，下游为总装配。当前由装配工完成缝纫机头内部机构的装配，操作内容包括安装挑线杆、压脚机构、送布牙、旋梭组件等核心部件，调整配合间隙。核心操作需处理数十个精密零件，配合间隙0.02-0.1mm，需使用塞尺调整、手感判断运转顺滑度。典型配置为每班8-15人的装配线，单件耗时15-30分钟。该工位常见问题包括配合间隙不当导致噪音或卡死、装配顺序错误导致返工、以及熟练工培养周期长。,缝纫机头精密装配需要双手协作和精细力感知，人工培养周期长且质量依赖个人技能，机器人可实现一致性装配并记录配合数据。,35,专用设备制造业,3,装配技工培养周期6个月以上，熟练工待遇尚可,4,缝制机械企业单厂10-50个装配工位，国内产业集中度高,4,命中V2/V4/V5/V6，配合力数据可追溯,0,亚毫米级定位配合精细力感知，多步骤装配,4,装配工位固定，零件按顺序供给,3,装配不当可拆解重装，耗时较长,3,流水线节拍约20分钟/件,TRUE,2026/6/9 12:08,TRUE,2026/6/9 14:48,actions/by-category/l3_缝纫装配-缝纫机头-精密配合.json,guides/35-355-3553-SewingHeadAssembly-SewingMachine-PrecisionFit.json,5
装配拧紧-拖拉机传动系统-高扭矩多工位,TransmissionAssembly-Tractor-HighTorqueMultiStation,35-357-3571,原料入库→铸锻件加工→齿轮加工→热处理→精加工→部件装配→总装→调试→出厂,部件装配,该工位位于拖拉机制造厂的传动系统装配线，上游为齿轮和壳体加工完成，下游为整机总装。当前由装配工完成变速箱、后桥等传动部件的装配，操作内容包括安装齿轮轴、轴承、密封件，使用扭矩扳手紧固高强度螺栓。核心操作需处理M12-M24高强度螺栓，扭矩范围80-450N·m，需按规定顺序分步拧紧，同时安装的密封件需涂胶定位。典型配置为装配线每工位1-2人，单件耗时10-25分钟。该工位常见问题包括扭矩不达标导致漏油或断裂、密封件安装不当导致渗漏、以及高扭矩操作导致肌肉劳损。,传动系统高扭矩螺栓紧固有严格的工艺规程和追溯要求，机器人可实现扭矩自动记录并消除人工操作劳损。,35,专用设备制造业,4,高扭矩作业导致肩周炎和腰肌劳损，该工种流动率高,4,传动系统装配覆盖农机、工程机械等行业，单厂5-20个工位,4,命中V2/V3/V5/V6，扭矩曲线100%记录追溯,1,高扭矩精确控制，需遵循分步拧紧工艺,4,工装固定壳体位置，螺栓孔位置恒定,2,螺栓拧断需取断头螺栓，耗时且可能报废壳体,3,流水线节拍约15分钟/件,,,,,,,4
装配接线-印刷机电气柜-多规格线缆,WiringAssembly-PrintingMachineElectricalCabinet-MultiCable,35-354-3542,原料入库→钣金加工→喷涂→电气柜组装→线束加工→接线→整机装配→调试→出厂,接线,该工位位于印刷机制造厂的电气装配区，上游为电气柜组装和线束预制完成，下游为整机装配。当前由电工完成电气柜内部接线，操作内容包括按图纸接线、压接端子、扎线束、标记、自检。核心操作需处理0.5-10mm2多种规格导线数百根，接线端子从几十到数百个不等，需按标准工艺完成端子压接和扎带捆扎。典型配置为每台设备1-2名电工，接线耗时4-16小时。该工位常见问题包括接错线导致调试返工、压接不良导致发热、以及长时间低头弯腰导致颈椎问题。,电气接线需要双手协作（一手固定线缆一手压接端子），且接线种类繁多用专用设备不经济，人形机器人可适应多品种柔性接线。,35,专用设备制造业,3,电工技术工种，培训周期长但待遇尚可，流动率适中,4,设备电气接线覆盖所有专用设备制造行业,4,命中V2/V3/V5/V7，接线同时完成导通测试,1,双手协作操作，需精确识别线号和端子位置,4,电气柜固定，端子排位置恒定,3,接错线需返工，耗时但不报废物料,4,单台周期数小时，无严格节拍,,,,,,,4
设备巡检-大型机组试车-仪表读数采集,EquipmentInspection-LargeMachineTest-MeterReading,35-00-00,原料入库→下料加工→焊接→装配→表面处理→总装→调试试车→检验→出厂,调试试车,该工位覆盖专用设备制造厂的试车区域，上游为总装完成的大型设备，下游为出厂检验。当前由试车员沿设备周围巡检路线采集运转参数，操作内容包括读取压力表、温度计、流量计等仪表数值，记录振动和异响，拍摄设备状态。核心操作需在设备运转期间持续监护，单次巡检路线覆盖10-30个检测点，设备运转周期从数小时到数天不等。典型配置为每台设备1-2人值守，三班倒运转。该工位常见问题包括长时间值守注意力下降、仪表读数记录错误、以及交接班信息遗漏。,设备试车巡检是典型的高容错可重试场景，漏读一次下轮补上，机器人可实现7×24不间断数据采集。,35,专用设备制造业,3,试车值守需三班倒，夜班人员注意力明显下降,5,设备试车巡检为跨行业通用工序，全国同类需求以万计,5,命中V1/V2/V4/V5/V6/V7，多传感器采集人无法感知的参数,4,纯行走和视觉读数，无接触操作,4,试车区域固定，巡检路线可预设,5,漏读数据下轮可补，不影响设备安全,5,无产出节拍，按巡检周期执行,,,,,,,1
重型部件翻身-大型铸锻件-多吊点协作,HeavyPartTurning-LargeCastingForging-MultiPointLifting,35-351-00,原料入库→铸造/锻造→热处理→粗加工→精加工→检验→装配→出厂,粗加工,该工位位于大型机械厂的加工车间，上游为铸锻件热处理完成，下游为各机加工工序。当前由人工配合行车完成大型铸锻件的翻身和调姿，操作内容包括规划吊点、挂钩、指挥行车、调整姿态、解钩定位。核心操作需处理重量0.5-50吨的铸铁件或锻钢件，需选择合适吊点确保平衡，翻身过程中控制重心转移。典型配置为每次翻身2-3人配合1-2台行车，单件耗时10-30分钟。该工位常见问题包括吊点选择不当导致倾斜或脱钩、重型件翻身安全风险高、以及翻身操作效率影响机加工节奏。,大型件翻身需要多人协作且存在重大安全风险，人形机器人可通过双臂协同完成挂钩操作并提供精确的重心判断。,35,专用设备制造业,5,重型件翻身存在砸伤事故风险，近年行业有伤亡案例,3,大型设备制造厂单厂3-8个翻身工位,3,命中V2/V5/V6，可计算最优吊点位置,2,挂钩和指挥为受限接触操作，需判断平衡,3,铸锻件形状多样，吊点需现场判断,2,脱钩或倾斜可能损伤工件甚至伤人,4,按机加工需求翻身，无严格节拍,,,,,,,3
阀门组装-水处理设备-管路系统,ValveAssembly-WaterTreatmentEquipment-PipingSystem,35-359-3597,原料入库→管材切割→焊接/连接→装配→压力测试→调试→出厂,装配,该工位位于水处理设备制造厂的装配区，上游为管材和阀门来料，下游为压力测试。当前由管工完成水处理设备的管路和阀门组装，操作内容包括管材对接、法兰连接、阀门安装、密封检查。核心操作需处理DN25-DN200多种规格管路，阀门从闸阀到调节阀多种类型，需使用扳手拧紧法兰螺栓并检查密封。典型配置为每台设备2-3名管工，组装耗时8-24小时。该工位常见问题包括法兰连接泄漏需重新紧固、狭窄空间内管路连接困难、以及阀门安装方向错误。,管路系统装配需要在设备框架内的狭窄空间多角度操作，且阀门种类繁多用专用工装不经济，人形机器人可适应复杂空间约束。,35,专用设备制造业,3,管工技术工种，培训周期3-6个月,4,管路装配覆盖水处理、化工设备等多行业,3,命中V2/V5/V6，可集成压力传感器检测密封,2,法兰连接和阀门安装为受限接触操作,3,设备框架内空间受限，管路位置有设计,4,连接泄漏可重新紧固，不报废物料,4,单台周期数天，无严格节拍,,,,,,,3
零件清洗-机加工件-去油去屑,PartsCleaning-MachinedParts-DegreasingDeburring,35-00-00,原料入库→机加工→清洗→检验→装配→出厂,清洗,该工位位于机加工车间与装配车间之间，上游为机加工完成的零件，下游为检验或装配。当前由人工完成机加工零件的清洗，操作内容包括浸泡、刷洗、高压冲洗、吹干、检查清洁度。核心操作需处理沾有切削液和金属屑的零件，使用清洗液、高压气枪等工具，零件重量从几十克到几十公斤不等。典型配置为每班2-3人负责清洗工位，单件耗时1-10分钟。该工位常见问题包括清洗液对皮肤刺激、金属屑刺伤风险、以及内腔和盲孔残留导致装配问题。,零件清洗接触化学品和金属屑，对人体有刺激和刺伤风险，机器人可完成重复性清洗操作并确保一致性。,35,专用设备制造业,3,清洗工接触化学品，需佩戴防护手套和护目镜,5,零件清洗为跨行业通用工序，全国同类工位以万计,3,命中V1/V2/V5，清洗记录可追溯,3,浸泡和冲洗为简单接触操作,4,清洗工位布局固定,5,清洗不净可重洗，无任何损失,4,批量清洗无严格单件节拍,TRUE,2026/6/8 16:54,TRUE,2026/6/9 3:13,actions/by-category/l3_零件清洗-机加工件-去油去屑.json,guides/35-00-00-PartsCleaning-MachinedParts-DegreasingDeburring.json,2
功能检测-整车电器-多系统测试,FunctionalTest-VehicleElectrical-MultiSystem,36-361-00,板料入库→开卷落料→冲压成型→焊装→涂装→总装→整车检测→成品出库,整车检测,该工位位于总装线下线后的电检区，上游为油液加注，下游为四轮定位。当前由人工按检测规程逐一操作车内开关、按钮，检测灯光、空调、音响、电动座椅、车窗、后视镜等电器功能。需在驾驶位和乘客位切换操作。1人/车，单车电检8-15分钟。检测项目50-100项，漏检率随疲劳上升。,命中入口一（工具适配：操作多种车内按钮开关）、入口三（高容错：漏检可在PDI补检）、入口四（注意力衰减是核心痛点）。,36,汽车制造业,3,检测项目多，4小时后漏检率从2%升至5%,5,每车必检，全行业标准化,5,命中V1-V5及V6传感器检测,3,按钮操作，无精密要求,5,固定检测工位，流程标准化,5,漏检可在PDI或售后补检,4,非瓶颈，节拍宽裕,,,,,,,2
外观检测-冲压件-多角度翻转,VisualInspection-StampedPart-MultiAngle,36-361-00,板料入库→开卷落料→冲压成型→焊装→涂装→总装→整车检测→成品出库,冲压成型,该工位位于冲压件下线后、入库前的检测区，上游为冲压下料，下游为料箱入库暂存。当前由质检员将冲压件置于检测台，在特定光照下翻转观察表面缺陷（裂纹、起皱、划伤）。大型覆盖件尺寸达1.5m×1m，需双手配合翻转。每线2名质检员/班，单件检测40-90秒。连续检测4小时后漏检率从2%升至8%。,命中入口三（高容错：漏检件可在后续工序发现并追溯）、入口四（注意力衰减是核心痛点）、入口六（操作检测可合并：机器人翻转同时完成视觉检测）。,36,汽车制造业,4,漏检率随疲劳显著上升，需设复检岗增加冗余人力,4,单厂10-20个冲压件检测工位,5,命中V1-V5及V6超人感知（红外检裂纹）,3,翻转+视觉检测，无精密接触,4,检测台固定，光照可控,5,漏检可在焊装前复查，无直接损失,4,非瓶颈工位，节拍宽裕,,,,,,,2
外观检测-发动机成品-多角度检查,VisualInspection-Engine-MultiAngle,36-362-3620,铸造毛坯→机加工→清洗→装配→测试→包装→成品出库,测试,该工位位于发动机测试后、包装前的终检区，上游为热试/冷试，下游为包装入库。当前由质检员目视检查发动机外观（漏油、渗液、紧固件完整性、标识正确性）。需绕发动机转圈检查各面，蹲下检查底部。1人/台，单台检测3-5分钟。视觉疲劳导致漏检。,命中入口三（高容错：漏检可在整车厂发现）、入口四（注意力衰减）、入口六（检测与标记合并）。,36,汽车制造业,3,检测项目多，视觉疲劳,4,单厂终检工位10-20个,5,命中V1-V6,4,纯视觉检测,5,固定检测台，光照可控,5,漏检可在下游发现,4,非瓶颈,,,,,,,1
外观检测-整车下线-全车巡检,VisualInspection-FinishedVehicle-FullScan,36-361-00,板料入库→开卷落料→冲压成型→焊装→涂装→总装→整车检测→成品出库,整车检测,该工位位于整车下线后的终检区，上游为路试，下游为入库/发运。当前由质检员绕车步行检查漆面、间隙、标识、配件完整性等。需弯腰检查底部、蹲下检查轮眉、仰头检查车顶。2人/车，单车检测5-10分钟。视觉疲劳、主观判断差异导致品质一致性问题。,命中入口三（高容错：漏检可在PDI发现）、入口四（注意力衰减是核心痛点）、入口八（规模化标准化工序）。,36,汽车制造业,3,视觉疲劳明显，需轮岗降低漏检,5,每车必检，全行业通用,5,命中V1-V6，尤其V2一致性和V6多光谱检测,4,纯视觉检测，无物理操作,5,固定检测区，光照可控,5,漏检可在PDI发现,4,非瓶颈,,,,,,,1
外观检测-零部件-批量抽检,VisualInspection-Parts-BatchSampling,36-367-3670,原料入库→冲压/锻造→机加工→热处理→表面处理→检测→包装,检测,该工位位于零部件生产线末端的质检区，上游为表面处理/精加工，下游为包装入库。当前由质检员对成品零件进行外观检查（毛刺、裂纹、锈蚀、尺寸偏差）。按AQL抽检，每批次抽检数十至数百件。1-2人/批次，单件检测10-30秒。连续检测导致漏检率上升。,命中入口三（高容错：抽检漏检可在整机装配发现）、入口四（注意力衰减是核心痛点）、入口八（规模化标准化工序）。,36,汽车制造业,3,抽检量大，视觉疲劳,5,零部件厂数量众多，检测工位以万计,5,命中V1-V6,4,翻转观察，无精密操作,5,固定检测台,4,抽检漏检影响批次判定但不影响单件,4,抽检无固定节拍,,,,,,,1
巡检维护-车间设备-多点位覆盖,Inspection-ShopEquipment-MultiPoint,36-00-00,板料入库→开卷落料→冲压成型→焊装→涂装→总装→整车检测→成品出库,涂装,该工位覆盖冲压、焊装、涂装、总装全车间，为非产线辅助岗位。当前由巡检员定时巡视各车间，检查设备运行状态、读取仪表参数、拍照记录异常。日均步行10-15km，覆盖200-500个巡检点。每班2-3名巡检员，单次全厂巡检2-4小时。夜班人员疲劳导致巡检质量下降。,命中入口三（高容错：漏检一轮可下轮补）、入口一（多工位切换：覆盖多个车间多个点位）、入口八（规模化：每厂均需巡检）。,36,汽车制造业,3,夜班巡检疲劳，巡检质量下降,5,全行业通用岗位，每厂均需,5,命中V1全时在线、V2一致性、V5数据、V6多模态感知、V7失败数据,4,行走+读数+拍照，无接触操作,3,车间环境半结构化，有人员活动,5,漏读一次无后果，下轮补上,5,无固定节拍,,,,,,,1
搬运上料-冲压板料-重载翻转,MaterialLoading-StampingSheet-HeavyFlipping,36-361-00,板料入库→开卷落料→冲压成型→焊装→涂装→总装→整车检测→成品出库,冲压成型,该工位位于冲压线首端，上游为自动开卷落料线，下游为冲压机组。当前由人工配合真空吸盘将板料从料垛取出、翻转调姿后放置于冲压机进料台。板料尺寸1.2m×2.4m，重量15-40kg，需双手协作完成翻转和精确定位。典型配置为每线2人/班，三班倒，单件操作周期20-40秒。该工位易出现板料划伤、定位偏差导致冲压废品，以及操作工腰部劳损。,命中入口四（双臂协作：大型板料翻转需双手配合）和入口八（规模化：每条冲压线多个相同工位，全国汽车厂冲压线以千计）。板料搬运属一级操作，技术就绪度高。,36,汽车制造业,3,重载搬运导致腰部劳损频发，年流动率约35%,5,单厂4-8条冲压线，每线2-4个上料工位，全国同类工位以万计,3,命中V1全时在线、V2一致性输出、V5过程数据沉淀,3,自由空间搬运+放置到位，无精密接触要求,4,固定工位、料垛位置基本固定、无人混行,4,放置不到位可重试，板料不易损伤,3,节拍30-40秒，空间允许并行部署,TRUE,2026/6/10 8:35,TRUE,2026/6/10 15:48,actions/by-category/l3_搬运上料-冲压板料-重载翻转.json,guides/36-361-00-MaterialLoading-StampingSheet-HeavyFlipping.json,2
搬运码垛-零部件料箱-重载入库,Palletizing-PartsBin-HeavyStorage,36-367-3670,原料入库→冲压/锻造→机加工→热处理→表面处理→检测→包装,包装,该工位位于零部件生产线末端的包装区，上游为检测合格品，下游为成品库。当前由人工将检测合格零件装箱、封箱并码垛至托盘。料箱重量15-30kg，需搬运码放3-5层。2人/线，单托盘码垛5-10分钟。重载搬运致腰部劳损，码垛不齐影响运输稳定性。,命中入口一（双臂协作：料箱搬运码放）、入口八（规模化：跨行业通用工序）。,36,汽车制造业,3,重载搬运腰部劳损常见,5,跨行业通用工序，工位数以万计,3,命中V1、V2一致性、V5追溯,3,搬运放置，无精密操作,4,托盘位置固定,4,码放偏差可重调,4,非瓶颈，节拍宽裕,TRUE,2026/6/9 23:59,TRUE,2026/6/10 15:59,actions/by-category/l3_搬运码垛-零部件料箱-重载入库.json,guides/36-367-3670-Palletizing-PartsBin-HeavyStorage.json,2
