l3_id,l3_name,l2_id,l2_name,l1_id,l1_name,scene_name_zh,scene_name_en,industry_code,industry_name,process_step,step_order,total_steps_in_scene,is_new_l3,human_description,duration_estimate,parallel_with,boundary_note,scene_id,source_file
L3-04-01-001,力握-圆柱手柄-直径30至50mm,L2-04-01,力量抓握,L1-04,手部抓握操控,脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,石油和天然气开采业,脱水脱硫,29,38,False,全手包络握住球阀手柄,0.5-1,,,7-72-00,l3_脱硫塔操作-天然气净化-加药及排污.json
L3-06-03-003,阀操-球阀手柄-90度关闭,L2-06-03,阀门旋转操作,L1-06,旋转操作,脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,石油和天然气开采业,脱水脱硫,30,38,True,旋转球阀手柄90度至全关位置,1-3,,,7-72-00,l3_脱硫塔操作-天然气净化-加药及排污.json
L3-04-07-001,释放-渐进松指-手柄已固定,L2-04-07,受控释放,L1-04,手部抓握操控,脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,石油和天然气开采业,脱水脱硫,31,38,False,松开球阀手柄,0.5-1,,,7-72-00,l3_脱硫塔操作-天然气净化-加药及排污.json
L3-01-01-001,行走-防腐地坪-匀速,L2-01-01,平地直行,L1-01,全身位移,脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,石油和天然气开采业,脱水脱硫,32,38,False,行走至排污阀位置,10-20,,,7-72-00,l3_脱硫塔操作-天然气净化-加药及排污.json
L3-01-08-002,停位-阀门操作点-厘米级,L2-01-08,精确停位,L1-01,全身位移,脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,石油和天然气开采业,脱水脱硫,33,38,False,在排污阀操作位置精确停止,1-2,,,7-72-00,l3_脱硫塔操作-天然气净化-加药及排污.json
L3-09-02-001,贴检-阀门接口-泄漏检查,L2-09-02,近距贴近检视,L1-09,感知定位运动,脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,石油和天然气开采业,脱水脱硫,34,38,True,靠近排污口观察当前状态是否有泄漏或异常,3-5,,,7-72-00,l3_脱硫塔操作-天然气净化-加药及排污.json
L3-03-01-001,伸达-阀门手柄上方-无障碍直线,L2-03-01,空载伸达,L1-03,上肢空间运动,脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,石油和天然气开采业,脱水脱硫,35,38,False,右臂伸向排污球阀手柄,0.5-1,,,7-72-00,l3_脱硫塔操作-天然气净化-加药及排污.json
L3-04-01-001,力握-圆柱手柄-直径30至50mm,L2-04-01,力量抓握,L1-04,手部抓握操控,脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,石油和天然气开采业,脱水脱硫,36,38,False,全手包络握住排污球阀手柄,0.5-1,,,7-72-00,l3_脱硫塔操作-天然气净化-加药及排污.json
L3-06-03-001,阀操-球阀手柄-90度开启,L2-06-03,阀门旋转操作,L1-06,旋转操作,脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,石油和天然气开采业,脱水脱硫,37,38,False,旋转排污球阀手柄90度开启排污,1-3,,,7-72-00,l3_脱硫塔操作-天然气净化-加药及排污.json
L3-04-07-001,释放-渐进松指-手柄已固定,L2-04-07,受控释放,L1-04,手部抓握操控,脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,石油和天然气开采业,脱水脱硫,38,38,False,松开排污球阀手柄,0.5-1,,,7-72-00,l3_脱硫塔操作-天然气净化-加药及排污.json
L3-09-01-001,注视-排出液流-状态观察,L2-09-01,视觉注视对准,L1-09,感知定位运动,脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,石油和天然气开采业,脱水脱硫,39,38,True,目视观察排出废液的颜色和流动状态,30-120,,,7-72-00,l3_脱硫塔操作-天然气净化-加药及排污.json
L3-03-01-001,伸达-阀门手柄上方-无障碍直线,L2-03-01,空载伸达,L1-03,上肢空间运动,脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,石油和天然气开采业,脱水脱硫,40,38,False,右臂伸向排污球阀手柄准备关闭,0.5-1,,,7-72-00,l3_脱硫塔操作-天然气净化-加药及排污.json
L3-04-01-001,力握-圆柱手柄-直径30至50mm,L2-04-01,力量抓握,L1-04,手部抓握操控,脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,石油和天然气开采业,脱水脱硫,41,38,False,全手包络握住排污球阀手柄,0.5-1,,,7-72-00,l3_脱硫塔操作-天然气净化-加药及排污.json
L3-06-03-003,阀操-球阀手柄-90度关闭,L2-06-03,阀门旋转操作,L1-06,旋转操作,脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,石油和天然气开采业,脱水脱硫,42,38,False,旋转排污球阀手柄90度关闭排污,1-3,,,7-72-00,l3_脱硫塔操作-天然气净化-加药及排污.json
L3-04-07-001,释放-渐进松指-手柄已固定,L2-04-07,受控释放,L1-04,手部抓握操控,脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,石油和天然气开采业,脱水脱硫,43,38,False,松开排污球阀手柄,0.5-1,,,7-72-00,l3_脱硫塔操作-天然气净化-加药及排污.json
L3-09-02-001,贴检-阀门接口-泄漏检查,L2-09-02,近距贴近检视,L1-09,感知定位运动,脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,石油和天然气开采业,脱水脱硫,44,38,False,靠近排污阀接口检视确认阀门完全关闭无泄漏,3-5,,,7-72-00,l3_脱硫塔操作-天然气净化-加药及排污.json
L3-01-01-001,行走-钢质甲板-匀速,L2-01-01,平地直行,L1-01,全身位移,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,1,42,True,从甲板层沿通道行走至机舱入口,10-30,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-01-03-001,升降-船用舷梯-下行,L2-01-03,梯阶升降,L1-01,全身位移,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,2,42,True,沿舷梯下行进入机舱层,15-45,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-01-06-001,通行-机舱设备间隙-侧身穿行,L2-01-06,狭窄通行,L1-01,全身位移,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,3,42,True,在机舱设备与管路的狭窄间隙中侧身穿行,20-60,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-01-05-001,跨越-地面管缆-30cm以内,L2-01-05,障碍跨越,L1-01,全身位移,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,4,42,True,跨越地面横穿的临时管路和线缆,2-5,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-01-08-001,停位-法兰对接点-厘米级,L2-01-08,精确停位,L1-01,全身位移,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,5,42,True,在待安装法兰位置前方精确停步定位,2-4,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-02-04-001,转体-90至180度-定向取物,L2-02-04,躯干旋转,L1-02,躯体姿态调整,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,6,42,True,转体面向管路存放区域,1-2,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-02-02-001,俯身-中度前屈-膝上高度,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,7,42,True,弯腰俯身至管路堆放高度,1-2,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-03-01-001,伸达-管路抓取点-双臂同步,L2-03-01,空载伸达,L1-03,上肢空间运动,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,8,42,True,双手伸向待搬运的管路段,1-2,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-04-01-001,力握-圆管外壁-直径15至150mm,L2-04-01,力量抓握,L1-04,手部抓握操控,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,9,42,True,左手包络抓握管路一端,0.5-1,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-04-01-001,力握-圆管外壁-直径15至150mm,L2-04-01,力量抓握,L1-04,手部抓握操控,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,10,42,False,右手包络抓握管路另一端,0.5-1,9,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-02-02-002,俯身-恢复直立-负载状态,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,11,42,True,直起腰部托起管路至腰部高度,2-4,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-03-03-001,协搬-圆管型材-中重载,L2-03-03,双臂协调搬运,L1-03,上肢空间运动,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,12,42,True,双臂协调将管路搬运至安装位置,5-15,,[边界判定]管路DN50-DN300重量在5-50kg范围，需双臂协调，归入L2-03-03而非L2-03-02,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-02-04-002,转体-90度-负载对接,L2-02-04,躯干旋转,L1-02,躯体姿态调整,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,13,42,True,转体面向待对接的固定法兰,2-3,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-02-05-001,侧倾-狭窄空间-中等探伸,L2-02-05,侧倾探伸,L1-02,躯体姿态调整,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,14,42,True,侧倾身体将管路法兰对准固定法兰,2-4,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-07-03-001,对接-法兰面配合-4自由度对准,L2-07-03,多轴对位插接,L1-07,约束路径操作,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,15,42,True,将管路法兰多轴对位贴合到固定法兰面,5-15,,[边界判定]法兰对接需XY平面对准+旋转角度对齐+轴向贴合，属于多轴对位而非简单直线插入,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-05-06-001,抵持-管路轴向顶压-持续,L2-05-06,静态抵持,L1-05,线性力施加,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,16,42,True,左手抵住管路保持法兰贴合位置,持续至步骤28,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-03-01-002,伸达-工具物料袋-单臂,L2-03-01,空载伸达,L1-03,上肢空间运动,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,17,42,True,右手伸向垫片存放位置,1-2,16,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-04-02-001,捏取-三指捏-环形垫片,L2-04-02,精密捏取,L1-04,手部抓握操控,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,18,42,True,捏取法兰密封垫片,1-2,16,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-03-02-001,转移-密封垫片-近距,L2-03-02,单臂负载转移,L1-03,上肢空间运动,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,19,42,True,将垫片转移至两法兰之间,1-2,16,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-03-05-001,定放-法兰垫片-毫米级,L2-03-05,精确定点放置,L1-03,上肢空间运动,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,20,42,True,将垫片对位放入法兰密封槽,2-4,16,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-04-07-001,释放-渐进松指-物体已定位,L2-04-07,受控释放,L1-04,手部抓握操控,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,21,42,True,松开手指释放垫片,0.5-1,16,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-03-01-002,伸达-工具物料袋-单臂,L2-03-01,空载伸达,L1-03,上肢空间运动,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,22,42,False,右手伸向螺栓存放位置,1-2,16,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-04-02-002,捏取-二指对捏-六角螺栓,L2-04-02,精密捏取,L1-04,手部抓握操控,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,23,42,True,捏取一颗法兰螺栓,0.5-1,16,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-07-01-001,插入-螺栓穿孔-间隙配合,L2-07-01,直线插入,L1-07,约束路径操作,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,24,42,True,将螺栓对准法兰螺栓孔插入,2-4,16,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-06-02-001,手拧-六角螺栓-顺时针预紧,L2-06-02,徒手旋拧,L1-06,旋转操作,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,25,42,True,用手指将螺栓旋入螺纹预紧,3-6,16,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-06-02-001,手拧-六角螺栓-顺时针预紧,L2-06-02,徒手旋拧,L1-06,旋转操作,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,26,42,False,重复步骤22-25安装对角第二颗螺栓,6-10,16,包含伸达、捏取、插入、旋拧的重复序列，此处记录终态动作,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-06-02-001,手拧-六角螺栓-顺时针预紧,L2-06-02,徒手旋拧,L1-06,旋转操作,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,27,42,False,依次预紧安装其余螺栓（典型4-8颗）,30-60,16,多颗螺栓预紧循环,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-04-07-002,释放-抵持解除-支撑已建立,L2-04-07,受控释放,L1-04,手部抓握操控,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,28,42,True,左手解除对管路的抵持,0.5-1,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-03-01-003,伸达-工具存放处-单臂取工具,L2-03-01,空载伸达,L1-03,上肢空间运动,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,29,42,True,伸手拿取扭矩扳手,1-3,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-04-03-001,工具握持-扭矩扳手-旋拧功能姿,L2-04-03,工具功能握持,L1-04,手部抓握操控,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,30,42,True,以功能握姿握持扭矩扳手手柄,0.5-1,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-07-01-002,插入-套筒配合-六角对位,L2-07-01,直线插入,L1-07,约束路径操作,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,31,42,True,将扳手套筒套入第一颗螺栓头,1-3,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-06-01-001,工具旋拧-扭矩扳手-法兰螺栓定扭矩,L2-06-01,工具辅助旋拧,L1-06,旋转操作,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,32,42,True,使用扭矩扳手将螺栓紧固至规定扭矩,5-10,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-07-02-001,抽出-套筒脱离-六角配合,L2-07-02,直线抽出,L1-07,约束路径操作,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,33,42,True,将套筒从螺栓头抽出,0.5-1,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-06-01-001,工具旋拧-扭矩扳手-法兰螺栓定扭矩,L2-06-01,工具辅助旋拧,L1-06,旋转操作,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,34,42,False,按对角顺序依次紧固其余螺栓,40-80,,重复套入-紧固-抽出循环,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-03-05-002,定放-手持工具-指定位置,L2-03-05,精确定点放置,L1-03,上肢空间运动,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,35,42,True,将扭矩扳手放回工具存放处,2-4,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-04-07-001,释放-渐进松指-物体已定位,L2-04-07,受控释放,L1-04,手部抓握操控,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,36,42,False,松开手指释放扭矩扳手,0.5-1,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-03-01-002,伸达-工具物料袋-单臂,L2-03-01,空载伸达,L1-03,上肢空间运动,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,37,42,False,伸手拿取管路支架,1-2,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-04-01-002,力握-金属支架-U型构件,L2-04-01,力量抓握,L1-04,手部抓握操控,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,38,42,True,力握管路支架,0.5-1,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-07-06-001,卡接-管夹支架-弹性卡定,L2-07-06,卡扣压合,L1-07,约束路径操作,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,39,42,True,将支架卡扣式压合到管路和舱壁安装点,2-5,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-09-02-001,贴检-法兰密封面-泄漏隐患检查,L2-09-02,近距贴近检视,L1-09,感知定位运动,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,40,42,True,目视检查法兰对接面的密封状态和螺栓紧固状态,5-10,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-09-07-001,读取-扭矩标记-紧固验证,L2-09-07,标识读取定位,L1-09,感知定位运动,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,41,42,True,视觉读取扭矩扳手记录或核对扭矩标识,3-5,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-01-06-001,通行-机舱设备间隙-侧身穿行,L2-01-06,狭窄通行,L1-01,全身位移,舾装安装-船舶机舱管路-狭窄空间双臂协作,OutfittingInstallation-ShipEngineRoomPiping-ConfinedBimanual,37-373-3731,铁路、船舶、航空航天和其他运输设备制造业,舾装,42,42,False,沿狭窄通道返回至下一安装点或机舱出口,20-60,,,37-373-3731,l3_舾装安装-船舶机舱管路-狭窄空间双臂协作.json
L3-01-01-001,行走-车间环氧地坪-匀速,L2-01-01,平地直行,L1-01,全身位移,茶叶包装封口-精制茶包装线-小袋定量,TeaPackaging-RefiningPackagingLine-SmallBagPortioning,15-153-1530,酒、饮料和精制茶制造业,包装,1,42,True,从休息区或上一工位平地行走至包装机操作位,5-15,,,15-153-1530,l3_茶叶包装封口-精制茶包装线-小袋定量.json
L3-01-08-001,停位-设备操作标线-分米级,L2-01-08,精确停位,L1-01,全身位移,茶叶包装封口-精制茶包装线-小袋定量,TeaPackaging-RefiningPackagingLine-SmallBagPortioning,15-153-1530,酒、饮料和精制茶制造业,包装,2,42,True,在包装机控制面板前精确停止到操作位置,1-2,,,15-153-1530,l3_茶叶包装封口-精制茶包装线-小袋定量.json
L3-09-01-001,注视-设备控制面板-运行状态确认,L2-09-01,视觉注视对准,L1-09,感知定位运动,茶叶包装封口-精制茶包装线-小袋定量,TeaPackaging-RefiningPackagingLine-SmallBagPortioning,15-153-1530,酒、饮料和精制茶制造业,包装,3,42,True,目视扫视控制面板上的运行指示灯和显示屏数据,2-5,,,15-153-1530,l3_茶叶包装封口-精制茶包装线-小袋定量.json
L3-02-04-001,转体-90度范围-设备巡视,L2-02-04,躯干旋转,L1-02,躯体姿态调整,茶叶包装封口-精制茶包装线-小袋定量,TeaPackaging-RefiningPackagingLine-SmallBagPortioning,15-153-1530,酒、饮料和精制茶制造业,包装,4,42,True,转动上半身观察包装机整体运行状态,1-2,,,15-153-1530,l3_茶叶包装封口-精制茶包装线-小袋定量.json
L3-09-03-001,扫检-包装设备运行区-水平扫描,L2-09-03,区域扫描巡视,L1-09,感知定位运动,茶叶包装封口-精制茶包装线-小袋定量,TeaPackaging-RefiningPackagingLine-SmallBagPortioning,15-153-1530,酒、饮料和精制茶制造业,包装,5,42,True,扫视包装机封口机构、输送带和出料口运行情况,3-8,,,15-153-1530,l3_茶叶包装封口-精制茶包装线-小袋定量.json
L3-09-01-002,注视-料斗视窗-料位检查,L2-09-01,视觉注视对准,L1-09,感知定位运动,茶叶包装封口-精制茶包装线-小袋定量,TeaPackaging-RefiningPackagingLine-SmallBagPortioning,15-153-1530,酒、饮料和精制茶制造业,包装,6,42,True,目视观察料斗内茶叶料位高度,1-3,,,15-153-1530,l3_茶叶包装封口-精制茶包装线-小袋定量.json
L3-01-01-001,行走-车间环氧地坪-匀速,L2-01-01,平地直行,L1-01,全身位移,茶叶包装封口-精制茶包装线-小袋定量,TeaPackaging-RefiningPackagingLine-SmallBagPortioning,15-153-1530,酒、饮料和精制茶制造业,包装,7,42,False,行走至茶叶原料暂存区取料,3-8,,,15-153-1530,l3_茶叶包装封口-精制茶包装线-小袋定量.json
L3-02-02-001,俯身-中度前屈-膝上高度,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,茶叶包装封口-精制茶包装线-小袋定量,TeaPackaging-RefiningPackagingLine-SmallBagPortioning,15-153-1530,酒、饮料和精制茶制造业,包装,8,42,True,弯腰俯身至茶叶袋存放高度,1-2,,,15-153-1530,l3_茶叶包装封口-精制茶包装线-小袋定量.json
